arch_str,acc-cifar10,acc-cifar100,acc-ImageNet,flops-cifar10,flops-cifar100,flops-ImageNet
|nor_conv_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_3x3~0|none~1|nor_conv_1x1~2|,88.88799998535157,68.59999992675782,41.68333323669434,82.49409,82.49994,20.63116
|nor_conv_1x1~0|+|none~0|none~1|+|avg_pool_3x3~0|none~1|none~2|,72.11600001098634,47.329999996948246,16.94999999491374,11.71521,11.72106,2.93644
|nor_conv_1x1~0|+|skip_connect~0|skip_connect~1|+|none~0|none~1|nor_conv_1x1~2|,85.9760000061035,62.12999997558594,33.86666665649415,15.64737,15.65322,3.91948
|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_1x1~2|,89.16399999104817,67.0533332824707,40.36666660563151,47.10465,47.1105,11.7838
|nor_conv_1x1~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|skip_connect~1|skip_connect~2|,89.20199998779296,67.43999998779297,39.74999987284342,47.10465,47.1105,11.7838
|nor_conv_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,89.85199998291014,69.4799999633789,43.81666660563151,86.42625,86.4321,21.6142
|avg_pool_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|none~0|none~1|skip_connect~2|,86.82199999755859,64.15999999389649,34.299999951680505,43.17249,43.17834,10.80076
|nor_conv_3x3~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|skip_connect~0|skip_connect~1|skip_connect~2|,89.21199998657227,67.3000000427246,40.233333262125655,47.10465,47.1105,11.7838
|skip_connect~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,89.44799999348959,68.64666663004557,41.03333330620659,137.54433000000003,137.55018000000004,34.39372
|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|nor_conv_1x1~1|nor_conv_1x1~2|,86.38200001342773,64.12000001831055,33.94999998219808,19.57953,19.58538,4.90252
|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|avg_pool_3x3~1|none~2|,86.61400000610351,63.94,35.449999928792316,47.10465,47.1105,11.7838
|nor_conv_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_1x1~1|none~2|,88.70199998535156,67.88000006103516,38.21666664632161,51.03681,51.04266,12.76684
|nor_conv_1x1~0|+|none~0|avg_pool_3x3~1|+|none~0|avg_pool_3x3~1|avg_pool_3x3~2|,79.0180000061035,55.039999972534176,21.933333343505858,11.71521,11.72106,2.93644
|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|none~0|skip_connect~1|avg_pool_3x3~2|,88.87399999145508,68.7799999572754,35.34999999745687,113.95137,113.95722,28.49548
|nor_conv_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|skip_connect~2|,82.63800001220703,55.90999998779297,29.083333346048992,43.17249,43.17834,10.80076
|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|none~0|nor_conv_1x1~1|avg_pool_3x3~2|,87.94199999511719,67.13999997863769,31.46666665395101,82.49409,82.49994,20.63116
|nor_conv_3x3~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,91.03399999267577,72.71999990234374,45.88333326721191,117.88353,117.88938,29.47852
|none~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,86.04400000610352,62.72000000915527,33.366666641235355,51.03681,51.04266,12.76684
|skip_connect~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|skip_connect~2|,84.66399999348958,58.55333331095378,33.211111095852324,47.10465,47.1105,11.7838
|avg_pool_3x3~0|+|none~0|none~1|+|skip_connect~0|none~1|skip_connect~2|,84.46000000000001,57.43999995727539,29.899999944051107,7.78305,7.7889,1.9534
|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|none~2|,88.29399998535156,67.88999999389648,37.549999984741206,82.49409,82.49994,20.63116
|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|nor_conv_3x3~1|none~2|,88.69333332682292,67.21999993896485,39.3888888176812,47.10465,47.1105,11.7838
|none~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|avg_pool_3x3~0|none~1|none~2|,72.40200000976563,47.14999999084473,16.333333306630454,11.71521,11.72106,2.93644
|nor_conv_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,90.17199998168945,69.7200000213623,44.53333331807455,86.42625,86.4321,21.6142
|skip_connect~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|avg_pool_3x3~1|avg_pool_3x3~2|,83.39733332112631,57.38666662394206,29.777777777777775,43.17249,43.17834,10.800760000000002
|none~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_1x1~1|skip_connect~2|,89.33199999145508,67.1200000152588,40.56666654968262,51.03681,51.04266,12.76684
|nor_conv_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|skip_connect~1|skip_connect~2|,89.1739999975586,67.54999995727539,40.48333331807454,47.10465,47.1105,11.7838
|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_3x3~1|none~2|,88.52199998168945,67.70000004882813,38.24999991353353,86.42625,86.4321,21.6142
|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|skip_connect~1|nor_conv_1x1~2|,90.81599998779296,70.73999996948243,43.54999994913737,82.49409,82.49994,20.63116
|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|none~2|,85.30999999877929,63.10999999084473,33.39999995676676,47.10465,47.1105,11.7838
|none~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,76.6500000012207,53.25999995422363,21.61666664123535,15.64737,15.65322,3.91948
|nor_conv_1x1~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|,89.51999998168945,68.90999997558593,42.4999998626709,51.03681,51.04266,12.76684
|skip_connect~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|none~1|skip_connect~2|,87.5159999975586,66.03999998575847,37.81111103990343,47.10465,47.1105,11.7838
|none~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_1x1~2|,85.75399999267577,62.28999995117188,31.89999996693929,15.64737,15.65322,3.91948
|avg_pool_3x3~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|,74.06000000122071,43.34999992980957,22.31666660308838,11.71521,11.72106,2.93644
|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|skip_connect~0|skip_connect~1|none~2|,89.09799999633789,67.03000005493163,40.18333328755697,82.49409,82.49994,20.63116
|nor_conv_1x1~0|+|none~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|none~2|,89.05799998413086,68.89999996948242,41.14999992879232,51.03681,51.04266,12.76684
|skip_connect~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_3x3~2|,88.75799998901368,67.40000000610351,39.183333206176755,51.03681,51.04266,12.76684
|nor_conv_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,85.20999999389649,61.649999981689454,30.316666648864746,78.56193,78.56778,19.64812
|skip_connect~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|skip_connect~2|,88.97999999186197,67.71999998779296,39.93333323160807,94.29057,94.29642,23.58028
|nor_conv_3x3~0|+|none~0|none~1|+|nor_conv_1x1~0|skip_connect~1|none~2|,89.21799999633788,67.60999995117189,41.199999989827475,47.10465,47.1105,11.7838
|nor_conv_1x1~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,86.68799999755859,65.38999989013672,35.24999994913737,23.51169,23.51754,5.88556
|skip_connect~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|none~1|nor_conv_3x3~2|,87.47866666910807,65.85999996948242,37.17777772521973,47.10465,47.1105,11.7838
|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|none~1|skip_connect~2|,86.0980000048828,64.3700000427246,36.199999954223635,78.56193,78.56778,19.64812
|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|none~0|none~1|none~2|,9.711999999694823,0.9999999997456869,0.8333333316379123,7.78305,7.788900000000001,1.9534
|avg_pool_3x3~0|+|skip_connect~0|none~1|+|none~0|skip_connect~1|nor_conv_1x1~2|,85.54599999633788,63.329999987792974,33.38333329772949,11.71521,11.72106,2.93644
|skip_connect~0|+|none~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_3x3~2|,86.71733333984376,66.11999996744791,38.622222188313806,78.56193,78.56778,19.64812
|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,87.95799999633789,66.95999996032714,38.083333318074544,86.42625,86.4321,21.6142
|skip_connect~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|none~1|nor_conv_1x1~2|,87.58133333902994,65.76666665242513,36.92222213406033,47.10465,47.1105,11.7838
|avg_pool_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|avg_pool_3x3~2|,81.80199998413086,54.68999994812012,30.666666615804036,47.10465,47.1105,11.7838
|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|avg_pool_3x3~2|,86.7800000012207,64.83000000000001,35.483333211263016,51.03681,51.04266,12.76684
|nor_conv_3x3~0|+|skip_connect~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|,89.37399999023438,68.41999991455077,40.19999992370605,82.49409,82.49994,20.63116
|avg_pool_3x3~0|+|none~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|nor_conv_1x1~2|,89.11799998657227,69.15999990844726,38.06666663106283,82.49409,82.49994,20.63116
|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,87.42799997436524,66.24999997558594,36.449999949137364,27.44385,27.4497,6.8686
|nor_conv_1x1~0|+|skip_connect~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|,89.26999999267579,67.53000001525879,39.033333241780596,47.10465,47.1105,11.7838
|none~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|skip_connect~2|,89.0399999951172,66.68999993591308,39.81666659037272,78.56193,78.56778,19.64812
|nor_conv_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,88.69599999023437,68.75999998168945,39.73333325195313,113.95137,113.95722,28.49548
|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|skip_connect~2|,88.80199999267577,68.6999999572754,42.766666641235346,51.03681,51.04266,12.76684
|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_3x3~1|none~2|,87.36200000488282,66.2099999206543,38.01666658528646,54.96897,54.97482,13.74988
|skip_connect~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_3x3~2|,86.6020000024414,65.83999996948242,38.033333226521805,113.95137,113.95722,28.49548
|nor_conv_3x3~0|+|none~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,88.50400000488281,67.14000000915527,39.13333332316081,78.56193,78.56778,19.64812
|skip_connect~0|+|skip_connect~0|skip_connect~1|+|avg_pool_3x3~0|skip_connect~1|none~2|,77.76799999511718,50.40999997253418,20.866666636149088,7.78305,7.7889,1.9534
|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,81.48000000976563,59.61999996948242,30.54999994659424,19.57953,19.58538,4.90252
|skip_connect~0|+|none~0|nor_conv_3x3~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_1x1~2|,86.6746666772461,65.17999994506836,36.55555546061198,47.10465,47.1105,11.7838
|skip_connect~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|none~1|avg_pool_3x3~2|,87.03599999104819,63.93999998982747,33.599999971177844,11.71521,11.72106,2.9364399999999997
|none~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|skip_connect~2|,77.95199999267578,50.769999999999996,21.549999989827473,43.17249,43.17834,10.80076
|nor_conv_1x1~0|+|none~0|nor_conv_1x1~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_1x1~2|,86.68800000244141,65.67000000610352,36.41666653951009,19.57953,19.58538,4.90252
|none~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|skip_connect~0|avg_pool_3x3~1|none~2|,84.45799999389648,57.43999994812012,29.233333338419598,15.64737,15.65322,3.91948
|nor_conv_1x1~0|+|none~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_1x1~2|,86.35800001464844,64.68000001220703,34.833333307902016,27.44385,27.4497,6.8686
|skip_connect~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,88.70799999755859,67.47333320719402,39.16666663275824,82.49409,82.49994,20.63116
|avg_pool_3x3~0|+|none~0|none~1|+|nor_conv_3x3~0|nor_conv_1x1~1|skip_connect~2|,88.2580000048828,67.62,38.59999993896484,47.10465,47.1105,11.7838
|none~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,86.14199999511719,64.38999997558594,35.06666659545898,19.57953,19.58538,4.90252
|avg_pool_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,87.35199999877929,65.87999998779297,38.31666670227051,113.95137,113.95722,28.49548
|nor_conv_3x3~0|+|none~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|avg_pool_3x3~2|,85.61000000732422,63.409999942016604,23.216666615804037,78.56193,78.56778,19.64812
|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_3x3~2|,89.22999999145509,69.13999992675781,41.20000004069011,117.88353,117.88938,29.47852
|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_1x1~2|,90.03799999389648,70.23999997558593,44.78333322143554,58.90113,58.90698,14.73292
|nor_conv_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|none~0|avg_pool_3x3~1|nor_conv_3x3~2|,86.654,66.52999997253417,33.09999991861979,78.56193,78.56778,19.64812
|none~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|avg_pool_3x3~1|none~2|,84.45600001342774,58.03999996032715,29.28333327738444,11.71521,11.72106,2.93644
|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|none~1|nor_conv_3x3~2|,88.31799999755859,67.55000004882812,40.08333332316081,113.95137,113.95722,28.49548
|nor_conv_1x1~0|+|skip_connect~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,88.41399998046876,66.80000002746581,39.88333327738444,86.42625,86.4321,21.6142
|none~0|+|skip_connect~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,88.8360000012207,66.96999993896485,38.83333319600423,113.95137,113.95722,28.49548
|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|skip_connect~2|,75.8799999987793,45.24999995422363,18.56666667429606,11.71521,11.72106,2.93644
|skip_connect~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,89.85866665608724,69.7999999674479,43.88888880411784,86.42625,86.4321,21.6142
|nor_conv_3x3~0|+|skip_connect~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|none~2|,89.50399998046875,69.40999994506836,41.56666660563151,82.49409,82.49994,20.63116
|avg_pool_3x3~0|+|none~0|none~1|+|nor_conv_3x3~0|skip_connect~1|none~2|,87.1160000012207,65.58000002136231,36.833333305358885,43.17249,43.17834,10.80076
|nor_conv_3x3~0|+|none~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_1x1~2|,89.37799998779298,68.27000003356933,42.999999923706056,54.96897,54.97482,13.74988
|none~0|+|skip_connect~0|none~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_3x3~2|,88.68599998535157,67.05999994506837,40.1833332824707,78.56193,78.56778,19.64812
|none~0|+|skip_connect~0|skip_connect~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_3x3~2|,88.99599998779297,67.11999996948242,40.19999988810221,43.17249,43.17834,10.80076
|avg_pool_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|,88.09999999145506,67.45999998779297,36.31666664123535,82.49409,82.49994,20.63116
|nor_conv_1x1~0|+|none~0|avg_pool_3x3~1|+|none~0|none~1|avg_pool_3x3~2|,78.13599998168945,52.999999975585936,19.450000015258787,11.71521,11.72106,2.93644
|none~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|,85.45200000732422,63.219999960327144,32.76666664632161,82.49409,82.49994,20.63116
|nor_conv_3x3~0|+|skip_connect~0|none~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|,84.68399998901367,58.85999995422363,31.299999903361,43.17249,43.17834,10.80076
|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|none~0|nor_conv_3x3~1|nor_conv_3x3~2|,88.20000000244141,69.09999995117187,31.599999979654946,113.95137,113.95722,28.49548
|avg_pool_3x3~0|+|avg_pool_3x3~0|none~1|+|none~0|nor_conv_1x1~1|skip_connect~2|,77.36199997924805,52.91999998168946,21.683333305358886,11.71521,11.72106,2.93644
|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|none~0|none~1|nor_conv_1x1~2|,88.34199999145508,64.72999999389648,39.56666655476889,86.42625,86.4321,21.6142
|skip_connect~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|,87.80266667399088,65.02666666259766,37.11111105685764,113.95137,113.95722,28.49548
|skip_connect~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,87.23200000406901,65.3666666402181,37.211111033121746,47.10465,47.1105,11.7838
|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|skip_connect~0|none~1|none~2|,84.45999997436525,58.229999990844725,29.48333330790202,11.71521,11.72106,2.93644
|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|avg_pool_3x3~1|none~2|,63.01999998779297,39.63999995727539,13.699999983469645,11.71521,11.72106,2.93644
|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|skip_connect~1|none~2|,88.99999999267578,67.35999992675781,41.066666610717775,86.42625,86.4321,21.6142
|none~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_1x1~2|,90.38200000732422,70.05999996337891,42.81666670227051,82.49409,82.49994,20.63116
|nor_conv_1x1~0|+|none~0|skip_connect~1|+|nor_conv_1x1~0|none~1|skip_connect~2|,86.1760000008138,62.31333332926433,33.60000001864963,15.64737,15.65322,3.91948
|nor_conv_3x3~0|+|none~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_1x1~1|avg_pool_3x3~2|,89.78200000366212,68.87999996948241,43.683333246866866,54.96897,54.97482,13.74988
|skip_connect~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,82.48800001708985,60.85999999694824,30.81666661580404,15.64737,15.65322,3.91948
|none~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|skip_connect~1|nor_conv_1x1~2|,85.75466666748048,62.646666676839196,31.722222190009223,11.71521,11.72106,2.9364399999999997
|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|none~1|none~2|,85.93799998901368,62.96999999084473,33.03333325703939,82.49409,82.49994,20.63116
|skip_connect~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,86.88933333984376,64.36666667073568,36.244444403754336,15.64737,15.65322,3.91948
|none~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|skip_connect~0|none~1|nor_conv_1x1~2|,87.8379999975586,66.87999996948241,37.41666661580403,19.57953,19.58538,4.90252
|none~0|+|none~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|,84.54600001220703,57.769999938964844,29.916666633605956,43.17249,43.17834,10.80076
|nor_conv_1x1~0|+|nor_conv_3x3~0|skip_connect~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|,89.026,67.28000002746582,40.65,47.10465,47.1105,11.7838
|skip_connect~0|+|none~0|none~1|+|nor_conv_3x3~0|skip_connect~1|avg_pool_3x3~2|,89.28399999755861,67.07999997355144,39.77777768961589,43.17249,43.17834,10.800760000000002
|none~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,89.24199999145509,69.44999992980956,41.683333246866866,86.42625,86.4321,21.6142
|avg_pool_3x3~0|+|nor_conv_1x1~0|none~1|+|none~0|nor_conv_1x1~1|nor_conv_1x1~2|,86.27600000610352,64.18999998168945,36.21666665649414,19.57953,19.58538,4.90252
|skip_connect~0|+|skip_connect~0|none~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,89.23599998779297,67.2999999613444,40.244444447835285,43.17249,43.17834,10.800760000000002
|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,73.84266666178387,43.466666619873045,26.177777776082355,43.17249,43.17834,10.800760000000002
|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,79.45800000366211,57.43999997253418,24.46666668955485,47.10465,47.1105,11.7838
|none~0|+|skip_connect~0|nor_conv_3x3~1|+|none~0|skip_connect~1|none~2|,9.712000000406901,0.9999999989827474,0.83333333184984,43.17249,43.17834,10.800760000000002
|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|avg_pool_3x3~0|none~1|nor_conv_3x3~2|,87.6939999951172,67.3099999938965,37.7666665649414,82.49409,82.49994,20.63116
|avg_pool_3x3~0|+|none~0|nor_conv_1x1~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,86.5759999987793,62.68999998779297,36.033333251953124,82.49409,82.49994,20.63116
|none~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|none~0|skip_connect~1|nor_conv_3x3~2|,87.50799999267578,65.08999996643067,33.116666648864744,51.03681,51.04266,12.76684
|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|,86.4240000024414,64.7700000427246,35.08333327484131,47.10465,47.1105,11.7838
|nor_conv_1x1~0|+|nor_conv_3x3~0|none~1|+|nor_conv_1x1~0|avg_pool_3x3~1|skip_connect~2|,89.19399998901366,66.88999998779298,41.016666524251306,51.03681,51.04266,12.76684
|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_3x3~2|,89.09999999145508,67.67000001831055,41.21666659037272,51.03681,51.04266,12.76684
|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|skip_connect~1|none~2|,86.26400001464843,62.5699999420166,33.33333329264323,15.64737,15.65322,3.91948
|skip_connect~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,87.04000000732422,65.79333334554036,37.14444434950087,19.57953,19.58538,4.90252
|nor_conv_1x1~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,88.05599999389648,67.19999993896485,35.733333295186355,82.49409,82.49994,20.63116
|avg_pool_3x3~0|+|none~0|none~1|+|avg_pool_3x3~0|none~1|nor_conv_1x1~2|,72.32000001342774,46.849999963378906,16.18333332316081,11.71521,11.72106,2.93644
|nor_conv_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|skip_connect~1|none~2|,88.28799999023437,67.47999998779298,38.58333320617676,43.17249,43.17834,10.80076
|nor_conv_1x1~0|+|skip_connect~0|none~1|+|none~0|skip_connect~1|skip_connect~2|,87.0000000024414,63.78999993286133,34.01666657002767,11.71521,11.72106,2.93644
|avg_pool_3x3~0|+|nor_conv_1x1~0|none~1|+|skip_connect~0|avg_pool_3x3~1|none~2|,76.57799999877929,49.96999999084473,20.416666643778484,11.71521,11.72106,2.93644
|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,88.93399999877929,68.19999994506836,39.850000015258786,113.95137,113.95722,28.49548
|nor_conv_1x1~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,89.13599998779297,68.6699999633789,41.599999989827474,51.03681,51.04266,12.76684
|avg_pool_3x3~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|none~2|,84.39199998901367,61.88999998474121,32.766666608174646,15.64737,15.65322,3.91948
|none~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|none~1|avg_pool_3x3~2|,86.60799998168946,64.28999995117186,35.7833332977295,43.17249,43.17834,10.80076
|none~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,89.31200000366212,67.85999995727539,40.416666559855145,47.10465,47.1105,11.7838
